Device_ID,IoMT_Type,Location,Data_Transferred_MB,Access_Time(ms),Auth_Method,Requests_Per_Minute,Data_Format,OS_Type,Alert_Level,Attack_Type
D0013,Monitor,Home,289.35,4076,Biometric,95,JSON,Android,Low,None
D0013,Wearable,ICU,18.45,4229,Two-Factor,89,FHIR,RTOS,High,DoS Attack
D0085,Monitor,ICU,233.07,1732,Biometric,77,FHIR,Linux,Low,Data Breach
D0056,Monitor,Home,271.55,4715,Two-Factor,70,JSON,RTOS,Critical,Malware Injection
D0046,Monitor,ER,143.63,4013,Token,44,JSON,Linux,Medium,DoS Attack
D0055,Sensor,Clinic,295.62,983,Token,73,JSON,Linux,Low,Data Breach
D0053,Implant,ER,15.73,3648,Token,45,HL7,RTOS,Low,None
D0060,Implant,Home,19.16,3283,Token,56,XML,Linux,Low,Malware Injection
D0094,Infusion Pump,Clinic,411.39,2030,Biometric,84,FHIR,Windows,Critical,Malware Injection
D0007,Sensor,ICU,180.42,1905,Two-Factor,82,HL7,Linux,Medium,None
D0087,Infusion Pump,ICU,63.97,3106,Token,57,HL7,Linux,Low,Phishing
D0084,Implant,ER,261.36,842,Password,21,JSON,Windows,Medium,Phishing
D0083,Implant,Ward,385.11,841,Password,68,XML,Android,Critical,Phishing
D0013,Implant,Home,108.3,1859,Password,50,FHIR,Windows,High,Malware Injection
D0008,Wearable,Home,311.63,2305,Two-Factor,33,HL7,Windows,Critical,Data Breach
D0052,Infusion Pump,ER,43.13,3660,Password,91,FHIR,Windows,High,Data Breach
D0094,Sensor,Home,26.32,1657,Password,7,HL7,Windows,Low,Data Breach
D0044,Infusion Pump,ICU,265.91,1034,Biometric,70,FHIR,Android,Medium,DoS Attack
D0014,Implant,ER,270.55,3726,Two-Factor,15,JSON,Linux,High,DoS Attack
D0032,Sensor,ICU,318.9,3430,Two-Factor,82,JSON,RTOS,Medium,Phishing
D0025,Infusion Pump,Clinic,363.18,569,Password,32,XML,Android,Low,Phishing
D0025,Implant,Clinic,487.94,640,Two-Factor,75,JSON,Android,Medium,Data Breach
D0069,Implant,Ward,258.39,1100,Biometric,20,HL7,Linux,High,Phishing
D0058,Sensor,Home,161.82,3683,Biometric,88,HL7,Windows,Low,Data Breach
D0018,Monitor,Clinic,397.7,4494,Token,15,HL7,Windows,Low,None
D0055,Sensor,Home,135.78,1009,Biometric,48,HL7,Android,High,Data Breach
D0024,Monitor,ICU,219.77,742,Token,71,JSON,RTOS,Medium,DoS Attack
D0036,Wearable,ER,39.69,3949,Password,21,JSON,Windows,Critical,Data Breach
D0060,Sensor,Clinic,13.16,4523,Token,42,XML,Android,Medium,Phishing
D0032,Monitor,ER,481.34,2996,Token,26,FHIR,RTOS,High,Data Breach
D0010,Infusion Pump,Clinic,418.07,576,Password,14,XML,RTOS,Medium,Phishing
D0057,Implant,Home,348.14,3274,Token,57,FHIR,RTOS,Critical,Data Breach
D0071,Wearable,Clinic,204.77,2303,Biometric,37,JSON,RTOS,Medium,Malware Injection
D0013,Sensor,Clinic,87.06,3394,Password,58,HL7,Android,Low,DoS Attack
D0007,Monitor,ICU,78.64,4015,Two-Factor,21,XML,Android,Medium,DoS Attack
D0084,Infusion Pump,Ward,125.5,1925,Token,82,XML,RTOS,Low,Data Breach
D0070,Monitor,ICU,274.84,1813,Biometric,69,JSON,Windows,Critical,None
D0002,Sensor,ER,357.44,570,Two-Factor,3,FHIR,Windows,Medium,Phishing
D0012,Monitor,Home,330.27,1066,Password,87,XML,Android,Low,Data Breach
D0097,Sensor,Home,140.33,166,Password,90,FHIR,RTOS,Critical,DoS Attack
D0031,Monitor,Clinic,477.46,2483,Password,37,XML,RTOS,Low,None
D0022,Implant,Home,369.08,633,Biometric,88,HL7,Android,Low,Phishing
D0053,Sensor,Ward,277.4,444,Two-Factor,49,JSON,Android,Low,Malware Injection
D0063,Sensor,Ward,306.05,3838,Password,19,FHIR,Android,Medium,Malware Injection
D0062,Wearable,Clinic,210.09,2818,Biometric,89,JSON,Linux,Low,Phishing
D0028,Implant,Clinic,124.24,4217,Biometric,85,JSON,Linux,High,Data Breach
D0052,Sensor,ER,178.31,3910,Two-Factor,12,FHIR,RTOS,Critical,DoS Attack
D0008,Infusion Pump,Clinic,379.04,323,Password,61,FHIR,Linux,Critical,Phishing
D0022,Monitor,ICU,7.69,2063,Password,41,XML,Windows,Medium,Data Breach
D0049,Infusion Pump,ICU,58.48,4483,Token,33,FHIR,RTOS,Medium,Phishing
D0001,Monitor,ICU,23.48,1439,Password,50,JSON,Linux,Medium,Phishing
D0050,Monitor,Ward,20.84,3616,Two-Factor,68,JSON,RTOS,High,None
D0034,Wearable,Home,427.8,4752,Biometric,71,FHIR,Windows,Critical,DoS Attack
D0059,Sensor,ER,351.98,215,Two-Factor,86,FHIR,Windows,Critical,Malware Injection
D0037,Monitor,Clinic,237.35,1617,Password,33,XML,RTOS,Medium,Malware Injection
D0055,Wearable,ER,49.37,778,Biometric,81,XML,Linux,Medium,None
D0090,Infusion Pump,Ward,246.06,2093,Two-Factor,24,XML,RTOS,Low,Malware Injection
D0094,Wearable,Clinic,237,4247,Password,61,JSON,Windows,Medium,Malware Injection
D0072,Infusion Pump,Clinic,87.01,3546,Password,61,FHIR,Linux,Critical,DoS Attack
D0085,Sensor,Ward,217.21,828,Password,98,HL7,Linux,Low,Data Breach
D0092,Monitor,Home,199.55,263,Token,28,FHIR,Android,High,Phishing
D0063,Implant,Clinic,308.12,3812,Token,58,FHIR,RTOS,High,DoS Attack
D0020,Infusion Pump,Home,317.73,1626,Token,43,XML,Windows,Critical,None
D0025,Monitor,Ward,23.13,2498,Biometric,41,HL7,Windows,Low,None
D0038,Implant,ER,187.62,2986,Two-Factor,39,FHIR,RTOS,Medium,Malware Injection
D0028,Implant,Clinic,313.12,3167,Biometric,86,HL7,RTOS,Medium,Malware Injection
D0008,Infusion Pump,Home,251.82,641,Biometric,49,HL7,Windows,Low,DoS Attack
D0075,Monitor,Clinic,428.32,2770,Password,17,FHIR,Windows,Low,None
D0095,Implant,Home,329.52,763,Password,98,XML,RTOS,High,None
D0070,Wearable,Clinic,81.89,985,Biometric,70,XML,RTOS,Medium,Phishing
D0008,Wearable,Clinic,35.75,4387,Two-Factor,70,FHIR,Linux,Critical,DoS Attack
D0096,Monitor,Clinic,321.39,51,Token,98,HL7,Android,Medium,Phishing
D0041,Sensor,ER,13.74,2898,Biometric,65,HL7,Windows,High,DoS Attack
D0008,Wearable,Clinic,293.09,4094,Biometric,74,XML,Linux,Low,Data Breach
D0007,Infusion Pump,Home,470.15,1999,Two-Factor,85,XML,RTOS,Medium,None
D0075,Monitor,ER,287.95,967,Two-Factor,5,XML,Android,Low,Malware Injection
D0062,Implant,ICU,194.39,3224,Biometric,2,HL7,Windows,Medium,None
D0065,Wearable,Home,321.82,2291,Password,22,HL7,Android,Critical,Data Breach
D0068,Monitor,Home,229.4,139,Password,57,XML,Linux,Critical,DoS Attack
D0021,Monitor,ICU,273.04,1759,Biometric,66,XML,RTOS,Medium,Data Breach
D0008,Sensor,ER,470.76,2219,Password,74,HL7,Linux,Medium,None
D0066,Implant,Clinic,193.36,4288,Two-Factor,98,JSON,Android,Low,Phishing
D0011,Implant,Home,480.61,3091,Token,16,HL7,Linux,Low,DoS Attack
D0024,Implant,ICU,452.72,155,Two-Factor,51,FHIR,Linux,High,Phishing
D0009,Infusion Pump,Clinic,98.3,936,Token,39,FHIR,RTOS,High,Data Breach
D0077,Monitor,ER,35.15,477,Biometric,86,HL7,RTOS,Medium,Malware Injection
D0009,Infusion Pump,Home,50.84,1945,Biometric,76,FHIR,Android,Critical,DoS Attack
D0087,Infusion Pump,Clinic,9.6,366,Token,88,JSON,Android,High,None
D0031,Monitor,Clinic,47.67,684,Password,40,JSON,Linux,High,Phishing
D0052,Implant,Ward,341.66,1975,Biometric,38,JSON,Windows,Critical,Data Breach
D0016,Monitor,ICU,36.06,2106,Token,60,FHIR,Linux,Low,DoS Attack
D0073,Sensor,Clinic,159.83,3194,Password,59,XML,Android,Low,Malware Injection
D0032,Monitor,ER,422.52,2320,Token,10,JSON,Linux,Low,DoS Attack
D0075,Monitor,Ward,12.12,1489,Biometric,99,JSON,RTOS,Medium,Malware Injection
D0077,Wearable,Clinic,407.33,602,Biometric,64,XML,Linux,Medium,Data Breach
D0006,Sensor,Clinic,141.29,765,Two-Factor,63,HL7,RTOS,Low,Phishing
D0080,Wearable,ER,59.52,3961,Token,49,XML,Windows,Critical,DoS Attack
D0011,Implant,Ward,348.52,1763,Password,64,HL7,RTOS,Low,DoS Attack
D0054,Implant,Ward,314.66,3439,Biometric,32,HL7,Windows,Low,Phishing
D0085,Sensor,ICU,438.8,1157,Two-Factor,7,XML,Windows,Medium,DoS Attack
D0075,Infusion Pump,Clinic,367.67,4256,Two-Factor,21,JSON,Linux,Critical,DoS Attack
D0073,Monitor,ICU,401.84,300,Password,20,HL7,Android,High,None
D0067,Wearable,Ward,141.38,2480,Biometric,26,XML,Android,Critical,DoS Attack
D0041,Sensor,ICU,89.13,2104,Two-Factor,68,JSON,Linux,Medium,None
D0034,Wearable,ER,375.43,508,Password,86,HL7,Windows,High,DoS Attack
D0027,Monitor,Home,403.51,257,Password,15,FHIR,Android,Medium,Phishing
D0086,Infusion Pump,ER,495.26,949,Token,85,JSON,RTOS,Low,Data Breach
D0092,Wearable,Ward,206.6,3511,Token,79,XML,Android,High,DoS Attack
D0041,Sensor,ER,186.32,3435,Biometric,86,FHIR,Windows,Medium,Phishing
D0031,Monitor,Ward,388.32,71,Two-Factor,92,XML,Windows,Low,Data Breach
D0034,Monitor,ER,170.73,459,Two-Factor,14,HL7,RTOS,Medium,None
D0051,Infusion Pump,Clinic,465.41,944,Token,27,JSON,Linux,Critical,Phishing
D0017,Sensor,Clinic,429.28,564,Biometric,40,FHIR,Android,Medium,Malware Injection
D0086,Monitor,ER,214.78,4954,Two-Factor,58,FHIR,Linux,Critical,Data Breach
D0083,Wearable,ICU,375.56,4159,Password,28,FHIR,Android,Medium,Data Breach
D0039,Implant,Ward,377.39,2184,Password,26,HL7,RTOS,Low,Malware Injection
D0059,Sensor,Clinic,52.01,3645,Password,63,JSON,Linux,Critical,Data Breach
D0041,Wearable,Ward,451.33,3006,Password,66,JSON,Android,Critical,Data Breach
D0097,Infusion Pump,Clinic,252.87,1610,Token,25,HL7,Android,Low,Malware Injection
D0010,Infusion Pump,Home,413.32,1316,Biometric,3,XML,Windows,Critical,Phishing
D0002,Monitor,ER,160.36,2219,Password,72,FHIR,Windows,Medium,DoS Attack
D0059,Infusion Pump,Clinic,447.81,3688,Password,44,XML,Android,Medium,Data Breach
D0080,Implant,ER,194.91,799,Two-Factor,97,HL7,Windows,Critical,Phishing
D0073,Wearable,Home,5.91,3477,Token,42,XML,Android,Medium,Phishing
D0013,Sensor,Ward,452.74,4830,Two-Factor,99,XML,Android,Critical,Malware Injection
D0010,Monitor,ER,46.1,1977,Two-Factor,6,HL7,Windows,High,Phishing
D0069,Sensor,Clinic,160,3854,Two-Factor,39,FHIR,Windows,Medium,Malware Injection
D0028,Wearable,Home,475.06,3752,Password,52,XML,Windows,Critical,Phishing
D0065,Implant,Clinic,475.33,2406,Biometric,23,JSON,Linux,Medium,DoS Attack
D0034,Wearable,Home,286.93,4840,Token,89,XML,RTOS,High,None
D0017,Wearable,Home,316.1,2385,Password,50,XML,Android,High,Phishing
D0045,Monitor,Clinic,224.5,356,Token,43,JSON,RTOS,Medium,Phishing
D0009,Sensor,ER,146.96,3715,Password,19,FHIR,Linux,High,Phishing
D0032,Wearable,Ward,164.67,2039,Biometric,69,JSON,Linux,Medium,Malware Injection
D0048,Wearable,Ward,336.42,711,Biometric,51,FHIR,Android,Low,Data Breach
D0037,Implant,Home,376.31,4694,Token,11,HL7,Android,Low,Malware Injection
D0021,Infusion Pump,Clinic,395.89,361,Two-Factor,12,HL7,RTOS,High,DoS Attack
D0057,Implant,Home,394.91,2970,Password,74,XML,RTOS,Medium,Malware Injection
D0070,Sensor,Ward,46.06,1132,Token,8,XML,Windows,Low,Data Breach
D0091,Sensor,Home,247.46,3021,Two-Factor,24,HL7,RTOS,Critical,DoS Attack
D0039,Monitor,Home,29.25,804,Biometric,92,JSON,RTOS,Critical,Data Breach
D0079,Infusion Pump,Ward,274.99,4180,Password,41,HL7,Linux,Critical,Data Breach
D0084,Sensor,ER,221.04,4590,Biometric,36,FHIR,RTOS,Medium,None
D0068,Infusion Pump,Home,443.91,402,Password,85,XML,Windows,High,DoS Attack
D0002,Implant,ER,175.78,952,Two-Factor,72,JSON,RTOS,Medium,None
D0086,Sensor,Home,58.97,3938,Password,55,XML,Android,High,None
D0071,Wearable,Clinic,71.92,208,Two-Factor,9,HL7,Windows,Medium,Data Breach
D0039,Sensor,Home,380.87,2027,Password,47,JSON,Android,Medium,None
D0085,Infusion Pump,Home,309.3,1006,Token,15,HL7,Linux,Medium,Malware Injection
D0014,Sensor,ICU,51.01,2121,Biometric,48,FHIR,Windows,Low,None
D0018,Monitor,Clinic,42.51,453,Password,82,HL7,Windows,Critical,None
D0034,Wearable,Clinic,350.63,4661,Password,42,JSON,RTOS,Critical,Data Breach
D0015,Monitor,ER,36.85,2829,Biometric,60,HL7,Windows,Medium,Phishing
D0014,Implant,ER,411.02,1437,Password,84,XML,Linux,Critical,Malware Injection
D0096,Sensor,Home,353.27,3503,Biometric,70,XML,Linux,Critical,Data Breach
D0071,Sensor,Ward,41.13,1005,Two-Factor,12,JSON,Linux,High,Phishing
D0020,Implant,Home,42.88,1762,Token,2,XML,Windows,Low,Malware Injection
D0035,Monitor,ICU,493.33,4753,Token,7,FHIR,Windows,Critical,DoS Attack
D0037,Wearable,Home,187.45,1323,Biometric,80,FHIR,RTOS,Medium,Malware Injection
D0078,Monitor,ICU,185.64,3861,Token,3,JSON,Linux,Medium,DoS Attack
D0027,Infusion Pump,Home,406.49,2675,Biometric,3,HL7,RTOS,High,Malware Injection
D0092,Monitor,ER,473.65,2432,Token,27,XML,Linux,Critical,Phishing
D0044,Wearable,Home,493.01,1491,Password,40,XML,RTOS,Medium,DoS Attack
D0027,Sensor,ER,376.81,3029,Password,33,HL7,Android,Medium,None
D0088,Monitor,Ward,188.44,1847,Token,92,HL7,Android,Low,Malware Injection
D0082,Implant,Ward,42.21,4440,Two-Factor,1,HL7,Linux,Critical,DoS Attack
D0034,Wearable,Clinic,388.68,4059,Token,8,HL7,RTOS,Low,Data Breach
D0065,Sensor,Home,279.42,4900,Password,32,XML,Windows,Low,Malware Injection
D0063,Wearable,Clinic,212.4,1444,Token,48,FHIR,Windows,Critical,Malware Injection
D0033,Implant,Home,453.22,4331,Password,4,JSON,Windows,Low,Phishing
D0007,Infusion Pump,Ward,56.04,1319,Two-Factor,94,JSON,RTOS,Critical,Phishing
D0012,Wearable,ICU,246.57,4782,Two-Factor,70,HL7,Android,Critical,Phishing
D0082,Wearable,Clinic,6.17,3764,Token,19,FHIR,Windows,Critical,DoS Attack
D0055,Monitor,Clinic,234.6,579,Password,32,XML,Linux,Low,None
D0036,Implant,Ward,28.62,3673,Two-Factor,9,XML,Android,Critical,Malware Injection
D0006,Implant,Ward,59.85,3008,Biometric,12,JSON,Linux,Critical,DoS Attack
D0001,Infusion Pump,ICU,59.2,2964,Token,11,HL7,RTOS,Medium,Malware Injection
D0043,Implant,Clinic,324.78,4939,Biometric,46,FHIR,Windows,Low,None
D0099,Wearable,Ward,373.15,3641,Token,16,JSON,Linux,Low,Phishing
D0017,Infusion Pump,Ward,291.89,2197,Password,1,FHIR,RTOS,Critical,DoS Attack
D0082,Implant,ICU,481.11,4623,Password,63,HL7,Windows,Medium,None
D0034,Infusion Pump,ICU,187.75,3419,Biometric,21,HL7,RTOS,Medium,Data Breach
D0021,Implant,ER,143.21,989,Password,30,JSON,Linux,High,Data Breach
D0095,Implant,Home,434.37,575,Password,13,HL7,Android,High,Malware Injection
D0057,Monitor,ER,112.19,51,Password,34,FHIR,Linux,Medium,DoS Attack
D0071,Implant,ICU,481.63,424,Biometric,4,FHIR,Linux,Low,DoS Attack
D0091,Infusion Pump,Ward,6.57,2390,Password,28,JSON,Android,Low,Malware Injection
D0055,Wearable,ICU,484.95,4055,Two-Factor,95,HL7,RTOS,Critical,Malware Injection
D0072,Monitor,Clinic,22.06,3102,Token,59,XML,RTOS,High,None
D0002,Implant,Ward,445.63,4698,Two-Factor,27,HL7,Linux,Medium,None
D0015,Implant,ER,264.09,2415,Biometric,69,JSON,Linux,Critical,Phishing
D0010,Infusion Pump,ER,496.49,1575,Biometric,25,JSON,RTOS,Low,Malware Injection
D0089,Monitor,ER,37.36,4526,Password,3,XML,Android,Critical,Phishing
D0020,Implant,Ward,277.15,1696,Two-Factor,97,JSON,Windows,Critical,DoS Attack
D0070,Wearable,Home,484.67,63,Biometric,68,JSON,Android,Medium,Data Breach
D0005,Wearable,Home,261.79,4649,Token,25,XML,Linux,Critical,Data Breach
D0048,Implant,Home,314.88,2328,Biometric,20,XML,RTOS,Medium,Phishing
D0075,Wearable,ICU,348.03,3205,Two-Factor,34,FHIR,Android,High,Malware Injection
D0071,Monitor,ICU,227.54,179,Token,26,JSON,Linux,Critical,Malware Injection
D0019,Implant,Clinic,313.97,3864,Token,5,XML,Windows,Low,Data Breach
D0056,Infusion Pump,Ward,292.36,4983,Password,99,FHIR,Windows,Low,Data Breach
D0017,Monitor,Clinic,450.63,3266,Token,61,JSON,Android,Critical,Phishing
D0006,Wearable,ICU,23.2,2988,Password,92,XML,Linux,High,Phishing
D0040,Implant,Ward,140.84,3978,Password,93,JSON,Linux,Low,DoS Attack
D0047,Monitor,ER,475.23,2090,Biometric,9,FHIR,Windows,High,Data Breach
D0006,Wearable,Ward,445.19,77,Biometric,50,HL7,RTOS,Critical,Malware Injection
D0046,Implant,ICU,228.1,2163,Password,6,JSON,RTOS,High,DoS Attack
D0027,Sensor,ER,310.26,1302,Two-Factor,83,JSON,Android,Medium,Phishing
D0088,Infusion Pump,ER,139.05,4406,Password,60,JSON,Android,Low,Phishing
D0032,Wearable,Ward,94.47,2096,Two-Factor,44,JSON,Windows,High,DoS Attack
D0086,Wearable,Home,232.12,4605,Token,11,XML,Linux,Low,None
D0014,Sensor,ICU,177,4073,Token,66,HL7,RTOS,High,Data Breach
D0046,Sensor,ICU,292.04,4446,Token,47,JSON,RTOS,Low,DoS Attack
D0100,Monitor,Home,39.33,3424,Password,73,XML,RTOS,Low,Malware Injection
D0072,Infusion Pump,Clinic,487.21,3516,Two-Factor,85,HL7,RTOS,Critical,DoS Attack
D0053,Infusion Pump,Clinic,493.11,3131,Password,88,FHIR,Windows,High,None
D0080,Wearable,ICU,349.23,3828,Token,98,FHIR,RTOS,Critical,Data Breach
D0096,Sensor,Home,268.28,679,Biometric,86,FHIR,Linux,Low,Phishing
D0020,Infusion Pump,Home,155.11,319,Token,3,FHIR,RTOS,High,Phishing
D0031,Implant,ER,406.99,2689,Token,76,FHIR,Android,High,Phishing
D0021,Infusion Pump,Clinic,342.52,2043,Biometric,92,HL7,Linux,Medium,Phishing
D0023,Wearable,Clinic,81.73,2941,Two-Factor,30,JSON,RTOS,Low,DoS Attack
D0053,Infusion Pump,ER,455.51,3482,Token,90,FHIR,Windows,Medium,None
D0004,Monitor,Ward,411.36,1330,Two-Factor,21,JSON,Windows,Medium,None
D0023,Sensor,Clinic,474.93,2410,Biometric,28,JSON,RTOS,High,Phishing
D0095,Wearable,ER,363,625,Biometric,90,JSON,Android,Medium,Malware Injection
D0043,Wearable,Home,306.9,1357,Biometric,62,JSON,Windows,Low,Phishing
D0053,Sensor,Ward,209.41,3242,Password,33,JSON,Linux,Critical,DoS Attack
D0086,Sensor,ICU,466.4,3228,Two-Factor,85,HL7,Android,Medium,None
D0095,Sensor,Home,433.1,2784,Password,35,JSON,Windows,Medium,Data Breach
D0032,Wearable,Ward,23.09,2262,Biometric,52,HL7,Android,High,Phishing
D0035,Sensor,ER,13.67,2402,Token,34,HL7,Windows,High,Phishing
D0021,Sensor,Home,188.54,3618,Password,41,JSON,Windows,High,Malware Injection
D0090,Wearable,Ward,405.37,1705,Token,51,HL7,Android,Critical,Malware Injection
D0014,Wearable,ICU,493.64,1629,Password,47,FHIR,RTOS,High,None
D0049,Monitor,Home,75.63,2253,Two-Factor,82,FHIR,RTOS,Low,DoS Attack
D0005,Infusion Pump,Home,297.27,1440,Token,58,FHIR,Android,Low,Phishing
D0061,Implant,Clinic,190.75,1792,Password,75,JSON,Windows,High,Data Breach
D0029,Wearable,Ward,484.97,1975,Biometric,57,FHIR,Windows,High,Data Breach
D0026,Implant,Ward,421.14,669,Biometric,23,XML,Windows,Critical,Phishing
D0059,Monitor,Clinic,419.25,1324,Two-Factor,48,XML,Windows,Critical,None
D0045,Infusion Pump,ER,234.61,1006,Two-Factor,22,XML,Windows,Low,None
D0040,Infusion Pump,ER,207.7,1989,Password,17,FHIR,RTOS,Critical,Malware Injection
D0030,Infusion Pump,Clinic,137.07,4003,Biometric,69,HL7,Windows,High,DoS Attack
D0029,Monitor,Home,28.66,2431,Token,11,XML,Android,Critical,Phishing
D0004,Sensor,ICU,432.43,1018,Password,94,HL7,Windows,High,Phishing
D0085,Infusion Pump,ER,406.54,1366,Password,15,HL7,Windows,Low,Malware Injection
D0025,Infusion Pump,ICU,499.86,1093,Biometric,91,JSON,RTOS,Medium,Phishing
D0052,Monitor,Ward,498.32,331,Two-Factor,35,XML,Linux,Critical,DoS Attack
D0043,Sensor,Ward,277.94,2894,Token,33,JSON,Linux,Low,Data Breach
D0036,Infusion Pump,ER,384.61,1108,Two-Factor,84,JSON,Windows,Low,Data Breach
D0009,Infusion Pump,Home,472.41,4343,Password,16,JSON,RTOS,Critical,DoS Attack
D0099,Sensor,Ward,424.9,2582,Password,34,FHIR,Windows,Medium,Data Breach
D0036,Wearable,ICU,124.05,3878,Biometric,66,JSON,Linux,High,None
D0045,Wearable,Home,225.55,1058,Two-Factor,99,HL7,RTOS,Low,Phishing
D0083,Infusion Pump,ER,65.02,1279,Password,40,XML,Android,Low,DoS Attack
D0066,Implant,Ward,477.05,1085,Password,28,HL7,Android,Medium,None
D0052,Sensor,ER,303.28,4635,Two-Factor,47,XML,RTOS,High,Malware Injection
D0087,Sensor,Home,114.71,325,Biometric,39,FHIR,Android,Low,None
D0069,Implant,Home,336.01,2790,Biometric,70,XML,RTOS,Medium,Malware Injection
D0043,Sensor,Home,309.26,2339,Token,73,XML,Windows,Critical,Malware Injection
D0004,Monitor,Clinic,179.4,1289,Token,20,XML,Windows,Medium,None
D0015,Sensor,Clinic,57.22,175,Token,1,XML,Linux,Medium,Malware Injection
D0034,Sensor,ICU,335.95,4115,Two-Factor,72,HL7,Windows,Low,None
D0023,Sensor,Home,260.39,4362,Token,87,XML,Windows,High,Phishing
D0075,Wearable,Home,386.27,3918,Token,63,JSON,Linux,Critical,Phishing
D0034,Monitor,Ward,260.32,1258,Two-Factor,67,XML,RTOS,Medium,Malware Injection
D0005,Sensor,ICU,426.16,3299,Token,4,JSON,Windows,Critical,Phishing
D0014,Monitor,ICU,276.18,968,Biometric,58,FHIR,Windows,High,None
D0077,Monitor,ER,280.69,3973,Password,25,JSON,Windows,Critical,DoS Attack
D0056,Monitor,Home,438.39,4453,Biometric,47,HL7,Linux,Critical,DoS Attack
D0045,Implant,Ward,202.04,2019,Biometric,38,JSON,RTOS,Low,DoS Attack
D0094,Sensor,ER,67.44,2843,Password,15,HL7,Linux,High,None
D0041,Wearable,Clinic,14.88,941,Biometric,63,JSON,Android,Medium,Malware Injection
D0056,Wearable,Home,377.69,4520,Password,21,XML,Windows,Low,None
D0078,Wearable,ICU,310.34,2083,Biometric,99,FHIR,Android,Low,Malware Injection
D0066,Wearable,Home,352.19,1414,Two-Factor,57,HL7,RTOS,Medium,Malware Injection
D0015,Sensor,Home,106.88,178,Two-Factor,53,HL7,Windows,High,Phishing
D0050,Wearable,Clinic,68.62,1064,Token,46,XML,Android,Critical,Data Breach
D0074,Monitor,Ward,7.77,1849,Two-Factor,14,XML,Android,High,Data Breach
D0025,Implant,Ward,175.62,4662,Password,76,JSON,Android,High,Phishing
D0033,Infusion Pump,Ward,295.16,1568,Token,17,HL7,Windows,Critical,Malware Injection
D0006,Wearable,ER,196.43,4231,Biometric,39,JSON,Windows,Critical,Malware Injection
D0091,Infusion Pump,Ward,219.02,1248,Two-Factor,9,XML,Windows,Critical,Phishing
D0056,Infusion Pump,ER,452.13,3923,Token,99,HL7,Windows,High,DoS Attack
D0001,Infusion Pump,Clinic,174.45,2524,Two-Factor,77,FHIR,Linux,Medium,DoS Attack
D0067,Monitor,Home,257.24,3535,Token,79,FHIR,Android,High,None
D0069,Wearable,ER,391.93,4099,Password,82,HL7,Linux,Medium,Phishing
D0088,Sensor,Clinic,198.57,3769,Password,97,HL7,RTOS,High,Phishing
D0093,Monitor,ER,311.23,352,Biometric,6,XML,Android,Medium,None
D0095,Sensor,Clinic,431.25,4002,Token,91,HL7,Windows,Critical,DoS Attack
D0095,Wearable,Ward,474.79,4733,Password,23,HL7,Windows,High,DoS Attack
D0086,Monitor,Ward,73.96,1036,Biometric,59,FHIR,Windows,High,Data Breach
D0026,Infusion Pump,Clinic,463.33,1913,Token,91,XML,Linux,Low,Data Breach
D0047,Monitor,ICU,246.31,4490,Biometric,98,JSON,Windows,Medium,Data Breach
D0056,Monitor,Clinic,129.49,4959,Password,46,HL7,Android,High,Malware Injection
D0009,Wearable,ER,229.84,3122,Biometric,38,XML,Android,High,None
D0086,Infusion Pump,Clinic,490.03,3174,Token,14,XML,RTOS,Critical,DoS Attack
D0043,Infusion Pump,Home,246.56,1377,Two-Factor,72,FHIR,Android,Medium,Malware Injection
D0080,Implant,ICU,164.71,2458,Password,62,HL7,Windows,Medium,Phishing
D0041,Implant,Clinic,316.88,3723,Token,35,HL7,Android,High,None
D0085,Sensor,ICU,120.45,3341,Token,19,XML,Android,Medium,Malware Injection
D0016,Implant,ICU,38.39,4083,Biometric,30,HL7,Linux,Medium,Malware Injection
D0093,Wearable,Clinic,64.88,753,Password,78,FHIR,Android,Medium,Phishing
D0039,Monitor,Clinic,64.46,624,Two-Factor,84,FHIR,RTOS,Medium,Malware Injection
D0065,Infusion Pump,Ward,76.38,3282,Two-Factor,25,FHIR,Android,Medium,Malware Injection
D0040,Monitor,Clinic,69.84,4833,Biometric,40,HL7,Linux,Low,Data Breach
D0086,Wearable,Clinic,320.62,2682,Password,88,HL7,Linux,Low,Phishing
D0053,Monitor,Ward,91.35,3878,Two-Factor,14,FHIR,Android,High,Phishing
D0042,Infusion Pump,Ward,173.16,3280,Password,26,JSON,Android,Medium,Phishing
D0052,Implant,Home,448.45,538,Biometric,87,XML,Linux,Critical,None
D0090,Sensor,Clinic,237.24,1397,Password,22,JSON,Windows,High,Phishing
D0038,Infusion Pump,ER,333.95,3731,Password,48,HL7,Android,High,DoS Attack
D0071,Infusion Pump,ICU,86.57,3223,Password,83,XML,Linux,Medium,None
D0017,Infusion Pump,Ward,96.55,4639,Biometric,51,XML,Android,Medium,None
D0025,Infusion Pump,Clinic,20.91,1717,Biometric,3,HL7,Linux,Low,DoS Attack
D0054,Wearable,ER,84.88,1687,Biometric,42,JSON,Windows,High,Phishing
D0086,Infusion Pump,ICU,139.66,4164,Two-Factor,19,JSON,RTOS,High,DoS Attack
D0049,Monitor,Clinic,88.92,3603,Token,73,JSON,Android,Medium,Malware Injection
D0087,Wearable,ER,44.81,1050,Password,28,JSON,Android,High,Data Breach
D0096,Implant,ICU,60.76,900,Token,84,FHIR,RTOS,Critical,Data Breach
D0023,Monitor,ER,230.66,1438,Password,45,XML,RTOS,Medium,Malware Injection
